일련번호,시도,시군구,읍면동,리,구분,번,지
83206,울산광역시,울주군,온산읍,덕신리,일반,1297,1
83207,경기도,이천시,마장면,이치리,일반,300,7
83208,대구광역시,달성군,구지면,내리,일반,844,22
83209,경기도,포천시,내촌면,진목리,일반,749,1
83210,세종특별자치시,,전의면,신방리,일반,162,4
83211,울산광역시,남구,성암동,,산,196,
83212,충청북도,청주시 청원구,오창읍,구룡리,일반,427,6
83213,경기도,고양시 일산서구,덕이동,,일반,858,5
83214,충청북도,청주시 서원구,현도면,죽전리,일반,476,1
83215,충청남도,당진시,송산면,가곡리,일반,391,10
83216,경기도,연천군,중면,합수리,일반,323,
83217,경상남도,함안군,군북면,모로리,일반,614,
83218,충청북도,괴산군,괴산읍,동부리,일반,34,
83219,대전광역시,대덕구,대화동,,일반,289,7
83220,경상남도,김해시,주촌면,덕암리,일반,626,7
83221,전라남도,장흥군,장평면,봉림리,산,7,1
83222,울산광역시,울주군,온산읍,덕신리,일반,37,22
83223,충청남도,서산시,운산면,용장리,일반,543,7
83224,경기도,이천시,설성면,대죽리,일반,488,
83225,경기도,연천군,백학면,두현리,일반,540,
83226,충청남도,천안시 동남구,성남면,신사리,일반,441,1
83227,대구광역시,달성군,다사읍,세천리,일반,1702,4
83228,경상북도,포항시 북구,청하면,용두리,일반,1,2
83229,충청남도,아산시,인주면,공세리,일반,308,
83230,충청북도,청주시 서원구,현도면,중삼리,일반,40,
83231,경기도,안성시,미양면,신계리,일반,389,14
83232,세종특별자치시,,장군면,금암리,일반,391,11
83233,경상북도,상주시,함창읍,금곡리,일반,519,
83234,경기도,연천군,중면,마거리,일반,416,
83235,충청북도,음성군,원남면,하노리,일반,609,4
83236,충청남도,서천군,종천면,당정리,일반,63,24
83237,경기도,화성시,송산면,삼존리,일반,650,1
83238,대구광역시,북구,노원동3가,,일반,237,25
83239,충청남도,부여군,세도면,수고리,일반,1008,13
83240,경기도,양주시,은현면,운암리,일반,501,
83241,경상북도,상주시,공성면,용신리,일반,103,
83242,경기도,포천시,영북면,야미리,일반,254,2
83243,대구광역시,달성군,구지면,예현리,일반,762,1
83244,경기도,화성시,양감면,사창리,일반,545,12
83245,충청남도,서산시,성연면,오사리,일반,1677,
83246,경기도,포천시,가산면,금현리,일반,434,14
83247,경기도,남양주시,진접읍,팔야리,일반,32,
83248,세종특별자치시,,연동면,내판리,일반,236,
83249,충청북도,청주시 흥덕구,오송읍,오송리,일반,303,64
83250,경상남도,진주시,문산읍,삼곡리,일반,391,2
83251,전라남도,광양시,태인동,,일반,360,1
83252,세종특별자치시,,연동면,응암리,일반,530,
83253,경상북도,문경시,산양면,반곡리,일반,413,1
83254,전라남도,여수시,웅천동,,일반,1659,2
83255,대전광역시,유성구,궁동,,일반,400,17
83256,경기도,화성시,우정읍,이화리,일반,950,2
83257,경기도,화성시,우정읍,주곡리,일반,161,136
83258,경기도,안성시,일죽면,방초리,일반,99,
83259,경기도,안성시,금광면,개산리,일반,34,2
83260,경기도,파주시,월롱면,덕은리,일반,391,1
83261,전라남도,곡성군,겸면,마전리,산,178,
83262,대구광역시,북구,침산동,,일반,1068,
83263,경기도,오산시,가장동,,산,44,11
83264,경상남도,통영시,광도면,안정리,일반,66,
83265,경기도,양주시,은현면,도하리,일반,56,3
83266,경기도,파주시,월롱면,덕은리,일반,223,12
83267,경기도,광주시,초월읍,지월리,일반,186,11
83268,전라남도,담양군,금성면,금성리,일반,909,
83269,경기도,의정부시,용현동,,일반,14,3
83270,경상북도,경주시,감포읍,대본리,일반,1013,
83271,경기도,안산시 단원구,성곡동,,산,34,
83272,충청북도,영동군,용산면,매금리,일반,850,
83273,광주광역시,북구,동림동,,일반,922,4
83274,경기도,안성시,양성면,석화리,일반,64,
83275,충청남도,당진시,송산면,유곡리,일반,188,14
83276,전라남도,신안군,안좌면,금산리,일반,307,71
83277,경기도,연천군,중면,횡산리,일반,524,
83278,인천광역시,남동구,고잔동,,일반,720,13
83279,충청남도,당진시,합덕읍,운산리,일반,407,1
83280,경기도,파주시,광탄면,영장리,일반,179,50
83281,대구광역시,달서구,호산동,,일반,702,4
83282,충청북도,진천군,이월면,송림리,일반,600,9
83283,경상북도,칠곡군,왜관읍,금산리,일반,604,6
83284,경기도,포천시,선단동,,일반,837,17
83285,경기도,남양주시,진접읍,진벌리,일반,181,12
83286,충청남도,홍성군,홍북읍,내덕리,일반,327,20
83287,충청북도,청주시 흥덕구,강내면,황탄리,일반,71,10
83288,경상남도,창원시 진해구,안골동,,일반,360,8
83289,경기도,양주시,덕정동,,일반,64,4
83290,경상북도,경주시,감포읍,대본리,일반,45,3
83291,대전광역시,대덕구,상서동,,일반,311,3
83292,전라남도,순천시,해룡면,신성리,일반,672,2
83293,경기도,안산시 단원구,원시동,,산,34,4
83294,경기도,포천시,영북면,야미리,일반,16,
83295,부산광역시,사하구,장림동,,일반,1051,
83296,대구광역시,달성군,유가읍,봉리,일반,581,9
83297,경기도,파주시,조리읍,오산리,일반,388,24
83298,경기도,연천군,장남면,원당리,일반,829,
83299,경기도,화성시,장안면,독정리,일반,373,10
83300,경기도,평택시,청북읍,후사리,일반,265,41
83301,대구광역시,달서구,파호동,,일반,83,7
83302,충청북도,진천군,덕산읍,합목리,일반,372,68
83303,경상북도,포항시 남구,동해면,공당리,산,122,
83304,대구광역시,달성군,구지면,창리,일반,1408,3
83305,경상북도,포항시 남구,동해면,중산리,일반,51,
83306,경기도,평택시,장안동,,일반,263,17
83307,경기도,파주시,광탄면,분수리,일반,236,40
83308,경상남도,창원시 의창구,동읍,봉산리,일반,366,3
83309,전라남도,영암군,삼호읍,용앙리,일반,1662,7
83310,경기도,김포시,양촌읍,학운리,일반,3841,
83311,광주광역시,북구,대촌동,,일반,634,2
83312,전라남도,해남군,문내면,예락리,일반,1241,47
83313,충청남도,당진시,송산면,가곡리,일반,285,2
83314,광주광역시,북구,연제동,,일반,583,10
83315,충청남도,홍성군,구항면,청광리,일반,67,23
83316,경기도,동두천시,상패동,,일반,620,33
83317,충청북도,청주시 흥덕구,송절동,,일반,770,
83318,충청북도,청주시 흥덕구,오송읍,오송리,일반,276,378
83319,대전광역시,유성구,전민동,,일반,287,4
83320,세종특별자치시,,전의면,신방리,일반,118,10
83321,충청북도,괴산군,장연면,송덕리,일반,297,5
83322,전라남도,광양시,태인동,,일반,743,
83323,경상북도,경산시,자인면,일언리,일반,1,
83324,대구광역시,달성군,구지면,내리,일반,125,
83325,전라남도,강진군,군동면,용소리,일반,877,6
83326,전라남도,영암군,삼호읍,용앙리,일반,1653,1
83327,제주특별자치도,제주시,한경면,저지리,일반,1603,1
83328,충청북도,음성군,삼성면,용대리,일반,66,
83329,충청북도,청주시 흥덕구,오송읍,오송리,일반,230,5
83330,경기도,평택시,청북읍,삼계리,일반,399,32
83331,인천광역시,강화군,길상면,초지리,일반,19,124
83332,부산광역시,남구,용호동,,일반,519,15
83333,충청남도,예산군,고덕면,상몽리,일반,749,2
83334,광주광역시,북구,대촌동,,일반,884,1
83335,경기도,안성시,신건지동,,일반,92,4
83336,대전광역시,유성구,화암동,,일반,83,
83337,대구광역시,달성군,다사읍,세천리,일반,1667,4
83338,전라남도,영광군,백수읍,백암리,일반,507,21
83339,광주광역시,광산구,도천동,,일반,351,6
83340,경기도,포천시,관인면,삼율리,일반,71,
83341,전라남도,광양시,옥룡면,용곡리,일반,12,1
83342,경기도,김포시,대곶면,상마리,일반,190,4
83343,경상북도,의성군,안계면,용기리,일반,980,21
83344,대전광역시,유성구,화암동,,일반,259,5
83345,경상북도,경산시,진량읍,광석리,일반,788,
83346,경상남도,함안군,칠북면,화천리,일반,961,2
83347,충청북도,청주시 서원구,현도면,선동리,일반,493,1
83348,울산광역시,울주군,두서면,전읍리,산,151,
83349,경기도,연천군,왕징면,고잔하리,일반,209,
83350,경기도,연천군,왕징면,동중리,일반,69,
83351,충청북도,음성군,대소면,수태리,일반,29,1
83352,충청남도,금산군,금산읍,아인리,일반,382,
83353,경기도,화성시,우정읍,주곡리,일반,387,23
83354,경기도,광주시,곤지암읍,유사리,일반,11,
83355,경기도,시흥시,정왕동,,일반,1380,15
83356,전라남도,영암군,삼호읍,용앙리,일반,1681,16
83357,전라남도,여수시,낙포동,,산,184,1
83358,경상북도,영주시,봉현면,오현리,일반,475,1
83359,경상북도,고령군,대가야읍,지산리,일반,905,34
83360,충청남도,당진시,송악읍,한진리,일반,50,1
83361,제주특별자치도,제주시,조천읍,선흘리,일반,334,13
83362,경상남도,창원시 진해구,원포동,,일반,251,
83363,충청북도,청주시 청원구,오창읍,양청리,일반,736,12
83364,대전광역시,유성구,궁동,,일반,403,8
83365,경기도,포천시,군내면,유교리,일반,748,2
83366,경상남도,김해시,생림면,나전리,산,213,14
83367,충청남도,보령시,웅천읍,대창리,일반,298,1
83368,경기도,양주시,은현면,선암리,일반,200,1
83369,충청남도,아산시,탕정면,용두리,일반,436,3
83370,경기도,안성시,미양면,고지리,일반,471,1
83371,서울특별시,성동구,성수동2가,,일반,289,280
83372,부산광역시,강서구,생곡동,,산,113,2
83373,경기도,남양주시,진접읍,내각리,일반,685,1
83374,경기도,남양주시,진접읍,팔야리,일반,481,
83375,경기도,양주시,은현면,용암리,일반,604,3
83376,경상남도,밀양시,초동면,반월리,일반,1045,4
83377,경기도,평택시,포승읍,원정리,일반,108,2
83378,경기도,파주시,광탄면,방축리,일반,202,8
83379,대전광역시,유성구,원촌동,,일반,92,4
83380,광주광역시,남구,송하동,,일반,561,4
83381,광주광역시,광산구,덕림동,,산,75,1
83382,인천광역시,남동구,운연동,,일반,459,10
83383,광주광역시,광산구,용동,,일반,672,2
83384,경기도,포천시,관인면,삼율리,일반,58,
83385,광주광역시,광산구,월계동,,일반,836,11
83386,경상북도,구미시,임수동,,일반,92,45
83387,경기도,여주시,가업동,,일반,191,2
83388,경기도,동두천시,상패동,,일반,105,1
83389,경기도,안성시,대덕면,삼한리,일반,24,1
83390,충청남도,금산군,군북면,천을리,일반,152,
83391,충청남도,논산시,부적면,반송리,일반,27,
83392,대구광역시,서구,중리동,,일반,1091,9
83393,경상남도,함안군,칠서면,대치리,일반,458,
83394,경기도,시흥시,정왕동,,일반,1376,13
83395,경상북도,청도군,각북면,삼평리,일반,784,
83396,경기도,연천군,중면,중사리,일반,1066,
83397,경기도,파주시,광탄면,방축리,일반,366,1
83398,대구광역시,달성군,하빈면,봉촌리,일반,672,
83399,경상남도,산청군,단성면,운리,일반,367,1
83400,충청북도,청주시 청원구,오창읍,양청리,일반,760,6
83401,전라남도,목포시,연산동,,일반,651,1
83402,경기도,평택시,포승읍,홍원리,일반,175,4
83403,경기도,파주시,상지석동,,일반,567,21
83404,경기도,용인시 처인구,모현읍,매산리,일반,492,4
83405,경기도,파주시,산남동,,일반,49,5
83406,경상북도,포항시 북구,흥해읍,용한리,산,125,3
83407,전라남도,영암군,삼호읍,서호리,일반,862,4
83408,충청북도,충주시,살미면,내사리,일반,815,1
